INVOICE NUMBER,INVOICE DATE,ITEM NO,PART DESCRIPTION,PART NUMBER,COUNTRY OF ORIGIN,HARMONISED COMMODITY CODE,UNIT NET WEIGHT (KG),QTY,UNIT PRICE,EXTENDED PRICE,_SourceFile
3794247,18 Jun 2026,0.01,DIAGNOSIS UNIT,ASE99520676091,GB,90318080,5.310,1,365000.00,365000.00,DGF_(S)BENTLEY MOTORS LIMITED_(C)SKODA AUTO VOLKSWAGEN INDIA PRIVATE LIMITED_J364055_Commercial Invoice.pdf
